date,time,steming_data,Score,Sentiment
2025-06-19,11:08:28,ya lemah malas suka ajak laku buruk ajak malas bersih malas ajar baik adab masyrakat id dll ajak orang jalan kaki ajak baca kaburajadulu dll,1,positif
2025-06-19,10:33:25,gue beban urus cwk nikah keluarga utama terima sih keluarga super lingkung sosial kaya susah gue rencana kuping adem hidup settle gaya wkwkwk,1,positif
2025-06-19,09:20:17,intinyadeh kak sa ya kabur fakta tunggu rasai dunia sekarat dunia bubar,0,negatif
2025-06-19,08:56:51,amerika banyakbanyak posting pujipuji israel,0,negatif
2025-06-19,08:17:57,malumalu sih wkwwkk yaudah jahat ya,0,negatif
2025-06-19,06:43:37,mau pakai duit apbn pajak,0,negatif
2025-06-19,05:26:04,taggar kode intelejen peringatin koruptor indonesia bohir koruptor tangkap prabowo saran koruptor antek suruh kaburajadulu,0,negatif
2025-06-19,05:24:47,rela rela lidah gue adaptif badan gue adaptif cuaca sempat ya mending pergi sih,0,negatif
2025-06-19,03:43:12,ambil gue ambil,0,negatif
2025-06-19,03:06:27,pil ijo misuh pakai bahasa,0,negatif
2025-06-19,02:53:58,hwhw minimal duit pls uang saku,0,negatif
2025-06-19,00:47:30,pliz amin biar ngikut,0,negatif
2025-06-18,23:19:01,hidup jaman siapsiap,0,negatif
2025-06-18,23:01:16,cie ikut maennya posting wkwkwkwk mempan kasihan wleeeeee,0,negatif
2025-06-18,22:44:40,gantung yes i said gantung gantung gue gila samasama orang korea manusia manusia kayak kowe nih secured,0,negatif
2025-06-18,19:55:42,cerita latih gue hasil kaburajadulu japon,1,positif
2025-06-18,18:28:19,pulang ngampus emang malam pasar malam gilir gue kaburajadulu tau,0,negatif
2025-06-18,16:16:24,pengin belgia ss bidang computer science relevan tarik riset kait applied programming language runtime system blockchain nih lowong tokcer phd position postdoc more info,1,positif
2025-06-18,16:07:22,semangat kaburajadulu suka,0,negatif
2025-06-18,16:02:33,bikin tagar indsiagelap kaburajadulusampai viral negeri petinggi jepang bicara kerja jepang demo mahasewa ui kerap halang datang investasi triliun potensi serap puluh ribu naker efek rusak orang triliun,0,negatif
2025-06-18,15:28:48,yaw lofyu,0,negatif
2025-06-18,14:21:33,yuk korsel perjuangin hak rakyat hak kerja gass cari cuan luar biar bayar pajak korsel,1,positif
2025-06-18,13:37:16,biar aman,0,negatif
2025-06-18,12:33:50,at this point waras,0,negatif
2025-06-18,11:46:05,dari om bud asli oktober mihak alesan hamas dibackingin syiah pas indonesia gelap muncul hashtag kaburajadulu nyinyir ngakunya sunnahnya golong doang pokok,0,negatif
2025-06-18,11:26:28,yaudah mending anak didik ajar bahasa asing biar kaburajadulu kapai bagibagi ilmu orang mikir kayak biar indon,0,negatif
2025-06-18,11:09:44,boikot negara kaburajadulu negara mohon timbang,0,negatif
2025-06-18,11:09:32,gimana orang pintar negara kalah orang bego modal politik link,0,negatif
2025-06-18,10:24:10,ambil penuhin impi,0,negatif
2025-06-18,10:18:39,selamat tinggal indonesia,1,positif
2025-06-18,09:58:44,ikut,0,negatif
2025-06-18,09:53:42,bismillah deh moga benar,1,positif
2025-06-18,09:46:17,wiu wiu wiu kaburajadulu sisa mandali aman kendali,0,negatif
2025-06-18,09:38:28,bawa paspor ya,1,positif
2025-06-18,09:30:25,ambil sempat,0,negatif
2025-06-18,08:53:22,mending webinar tau chance kaburajadulu kayak,0,negatif
2025-06-18,08:41:24,lapak belah percaya tukang listrik magang perth gaji jam tuduh jual mimpi agen visa ya info tinggal ss amp tampil,0,negatif
2025-06-18,08:25:25,bismillah moga kabar baiikkk,1,positif
2025-06-18,08:09:07,sakit negara salah,0,negatif
2025-06-18,07:49:13,beli emas,0,negatif
2025-06-18,07:43:24,software and data engineers relocate eu,0,negatif
2025-06-18,06:47:41,tahap benar mikir kaburajadulu,0,negatif
2025-06-18,06:06:38,aduh anjr banget yatapi gilir masyarakat trend bilang cinta negara capek banget,1,positif
2025-06-17,12:50:28,bingung pilih kingsharvard ya,0,negatif
2025-06-17,12:12:19,teman teman umur karir oke rantau rumah tangga otw anak kaburajadulu canggubabe dll kabupaten senyum senyum senang lihat update hidup instastory,1,positif
2025-06-17,12:02:34,life after graduate indah real banget susah banget woe cari kerja ya fak lulus anggur krisis ekonomi banget indonesia,1,positif
2025-06-17,11:38:21,haji keliling dunia heol,0,negatif
2025-06-17,09:43:20,ya allah biaya gue mah pinjem suka pas gaji gue cicil,1,positif
2025-06-17,08:15:02,masalah solusi,0,negatif
2025-06-17,07:18:47,kabur kaburajadulu kabur wwwwww,0,negatif
2025-06-17,06:57:26,seshock tibatiba banget laprak masuk disertasi orang ya allah,1,positif
2025-06-17,06:33:54,parah krismon bayang an anjlok bank amp grocery rush mana phk massal evrywhere orang apatis pasca reformasi zonk sibuk surviving opsi gampang,0,negatif
2025-06-17,05:40:45,nabung gaji umr ussgjapanyurop ketimbang nabung gaji umr djogja,0,negatif
2025-06-17,05:23:47,ayo nih pemuda berani coba antri babak bur jobless,0,negatif
2025-06-17,05:17:07,halo kak negeri eligible ikut mincot bikin survei khusus ya wkwk kerja list pilih dekat dmemail benar,1,positif
2025-06-17,04:50:56,amin kayak nya resensi orang bahka pns bumn rela lepas jabat dar caregiver jpg kayak palig,0,negatif
2025-06-17,04:21:42,lucu banget ajg cekikik pls bawa gue depok matahari,1,positif
2025-06-17,04:18:10,sih pelopor,0,negatif
2025-06-17,04:08:14,congrats ya kak moga nular jepang,1,positif
2025-06-17,03:54:40,opsi upaya variasi ya sehat selamat kakang,1,positif
2025-06-17,02:59:20,moga ya ham,1,positif
2025-06-17,02:58:50,play gameboi with coups gitu ya doing cookscoups with wonwoo gitu ok daechangz regular meeting indonesia kabar rencana kaburajadulu,1,positif
2025-06-17,02:33:12,post main kaburajadulu amin soon,0,negatif
2025-06-17,02:18:07,kdmana nih,0,negatif
2025-06-17,01:50:58,ayok otewe,0,negatif
2025-06-17,01:21:54,tau sih ya sen percaya masingmasing bagus pakai hashtag kaburajadulu,1,positif
2025-06-17,01:14:53,tl seliwer kerja negeri curiga susul kah,1,positif
2025-06-17,01:10:18,woii rame maaf ya abang btw warga medan biar maling besi kelas bicara bahasa inggris bareng tau rezeki negeri biar maling besi,0,negatif
2025-06-17,01:05:22,musuh pintar mbak rekan roket rekrut bom,0,negatif
2025-06-17,00:45:48,pasrah koruptor jabat kaburajadulu serang,0,negatif
2025-06-16,23:11:36,sisi didik sisi situasi lpk sih nder jaga bersih mudah bawa janji manis cowok apa ganteng mingyu dll pokok ewe oke terima minummakan orang kenal,1,positif
2025-06-16,22:51:04,gera cv policy perintah menang amp kalah pilpres people development amp public policy ideal substansi ribut politikinterest,1,positif
2025-06-16,17:18:45,pakai hashtag kaburajadulu and im going uk,0,negatif
2025-06-16,16:31:56,gue hasil gue kuliah jurus dokter hewan manifesting,1,positif
2025-06-16,16:19:40,wajar juminten washington,0,negatif
2025-06-16,15:49:05,gue latih banget daily step gue berkm tolong izin gue warga negara paspor merah any countries daijobu,0,negatif
2025-06-16,15:22:40,mah gas cari tau untung mumpung muda kumpulin uang ambil sempat negara keluarga aman pegang,0,negatif
2025-06-16,15:20:03,doi gasuka dingin ya libur negara tropical bangkok tuh hahaha im just overthinking gajadi hashtag kaburajadulu deh wonu kesini tau ketemu pantar jalan malioboro orang pantai nusa duh,0,negatif
2025-06-16,15:15:27,lolos ppkb simak kaki gimana ptln here i come cok,0,negatif
2025-06-16,14:49:15,loh hilang ambil meyon ya bonk bonk ya meyon ya iya cakil gaji mandet cair mbak acleyy huftt jarang jarang stage ya tuju cakil jepang jual takoyaki,1,positif
2025-06-16,14:27:54,benar maaf eh,0,negatif
2025-06-16,09:50:21,im on my way kudu lulus uji huhuhu,1,positif
2025-06-16,09:05:00,aceh tuju,0,negatif
2025-06-16,08:54:26,jawa adoh teko tanah jawa teko rene senang e ora jane nek sono duit nang suriname mumpung sis bar usir karuan ngoahahahahaha,0,negatif
2025-06-16,08:41:19,kaburajadulu abang,0,negatif
2025-06-16,08:40:20,tau senang sedih agustus dipindahin cabang malay kerja indonesia pengin pakai tagar hiks,0,negatif
2025-06-16,08:18:17,ramai bahas tagar respon kecewa kondisi ekonomi indonesia,1,positif
2025-06-16,07:33:02,bingung ajar ielts pengin ukur kesiap langsung ielts mock test gratis tis tis skor amp feedback simulasi tes asli menangin kelas intensif juni online,1,positif
2025-06-16,06:26:23,ringkas ya chiori orang indonesia hasil,1,positif
2025-06-16,06:14:17,take your time bu dokter moga mudah lancar studi moga canada lancar fase berat insya allah ujung manis aamiinn senang,1,positif
2025-06-16,04:57:27,walah kampung kemarin ng stres gila rumah orang tua santai ngeburu just pray for the best untung full rumah lolos iview hasil walopun pindah kota wkwk,0,negatif
2025-06-16,04:50:54,gemeteran visa acc im finally going germany yall sumpah menang banget ya allahhhhhh is real,1,positif
2025-06-16,04:50:32,alhamdulillah banget by is real,1,positif
2025-06-16,04:49:12,berani lang lupa kontribusi tanah air pudar suara nyaring suara esok,0,negatif
2025-06-16,04:29:00,tagar muncul orang kecewa kondisi negara nganggap bentuk curhat solusi nyata,1,positif
2025-06-16,04:20:10,hahaha info abang,0,negatif
2025-06-16,04:10:51,orang tampung prabowo beliau rusuh,0,negatif
2025-06-16,04:09:09,pindah laut langsung hashtag,1,positif
2025-06-16,03:57:57,definisi biaya negara ala korut,1,positif
2025-06-16,03:54:58,lulus mahal ratarata tembak juta spi jalur sbmptn jalur mandiri juta universitas akreditasi a fk akreditasi a aku ijazah malaysia tara modal minimal,0,negatif
2025-06-16,00:05:39,peduli nasib,0,negatif
2025-06-15,23:49:15,nama,0,negatif
2025-06-15,22:05:38,jurus didik gaji guru modal indonesia universitas top kaltim sekian,1,positif
2025-06-15,21:03:55,bejir teman gue kaburajadulu,0,negatif
2025-06-15,20:27:33,this economy buka toko bangun israel kayak prospek amal,1,positif
2025-06-15,18:39:02,ktw bangetwkjriwjdjw,0,negatif
2025-06-15,18:19:17,sorry cak bud pilih kabeh sing menang urip soro kaum serba nanggung ya suram e iki menang wis dadi kaum sak durunge rame iku hashtag ya sek jebak ndek kene jancok asu,0,negatif
2025-06-15,18:13:18,optimisme amp percaya sedikit range umur mending cepat out,0,negatif
2025-06-15,17:55:52,bingung siapin ielts pengin ukur kesiap langsung ielts mock test gratis tis tis skor amp feedback simulasi tes asli menangin kelas intensif juni online,1,positif
2025-06-15,17:43:40,kucing kaburajadulu,0,negatif
2025-06-15,17:13:33,suara kisah bilang sejarah tri muat odol beban supir ptinstansi milik barang tambang rusak hajat hidup rakyat oknum buat pidana bebas,0,negatif
2025-06-15,11:46:01,work this economy pilitic and didik indonesia perintah pengin kaburajadulu posisi sandwich gen pengin kabur biaya susah bingung banget,0,negatif
2025-06-15,11:37:27,babah ya,1,positif
2025-06-15,11:05:27,pas lihat clip rendah orang indonesia kerja jepang fyp tiktok bilang miskin dll pas tagar kaburajadulu rame benar hilang respek wkwk,1,positif
2025-06-15,10:31:36,nourrrrrer semangat pls habis kuliah niat langsung pergi up igs pakai hashtag kaburajadulu,0,negatif
2025-06-15,10:26:08,makhluk bumi karakter pilih kaburajadulu trauma sih ya tekan berat pilih tinggal,0,negatif
2025-06-15,10:13:11,kc,0,negatif
2025-06-15,09:19:20,kapai ya biar kayak raya kaburajadulu tuh kayak orang orang,0,negatif
2025-06-15,09:11:04,eh konyol keluarga gue kah hsvsjank,0,negatif
2025-06-15,08:43:29,maaf ya livik livik tolong jaga,1,positif
2025-06-15,07:34:05,indonesia sih susul,0,negatif
2025-06-15,07:00:29,bikin konten benar ptln,0,negatif
2025-06-15,06:05:51,wow hasil,1,positif
2025-06-15,06:05:24,mie ayam pecel gue ragu,0,negatif
2025-06-15,05:21:33,ya iya emang kaburajadulu moga bentar,1,positif
2025-06-15,05:03:33,ya allah moga kaburajadulu notif kayak,1,positif
2025-06-15,04:51:09,fenomena brain drain relate pulsa nganggur convert rate admin jam standby bekal pengin,0,negatif
2025-06-15,04:51:09,tau gasihhh ramai anak muda indonesia pakai tagar februari indonesia peluang kerja sempit gaji hidup mahal cari peluang negeri,0,negatif
2025-06-15,04:45:48,wkwkwkwkwk,0,negatif
2025-06-15,04:09:41,kaburajadulu is real kabur mana,0,negatif
2025-06-15,03:53:46,basically kazuha,0,negatif
2025-06-15,03:03:23,bodoh indon kat malaysia je juta sial pundek semak,0,negatif
2025-06-15,02:35:06,negara negara perang banget hidup zaman,0,negatif
2025-06-15,01:00:44,tha ah elah mah teman gue orot jomokers sangwe maaf teman gue tbtb nge dm rep ldr wes info karaoke weebs oya teman juang ajar jepang teman kaburajadulu wkwakka weebs koyok,0,negatif
2025-06-15,00:26:35,mudah rekening bank singapura,0,negatif
2025-06-14,23:19:02,uas uprak beres cicil ajar bahasa ajar mandiri ajar progres ajar bahasa jerman semangat toi toi toiiiii,0,negatif
2025-06-14,23:05:55,perang ya jabat tahi korupsi tuh nyolongin duit rakyat tinggal pindah negara tinggal rakyat pas milu deh bansos maaf janji busuk eh pilih deh gblk,0,negatif
2025-06-14,22:33:02,pengin switzerland weekday kerja weekend nikmat alam,1,positif
2025-06-14,18:38:00,deym bangun berber ngerjain sehat juang kaburajadulu,0,negatif
2025-06-14,17:41:47,hero kau kabur begono almarhum yahya sinwar hadap puluh pasu titik darah habis kabur yunani kabur tuh indonesia sambut pasu zionis pesek,0,negatif
2025-06-14,17:12:01,ya gitu deh fyi gera alquds international iran i love iran ku pengin iran,1,positif
2025-06-14,16:59:16,wkwkwk soonhao selca kayak tunggu gue kaburajadulu deh alias kecuali kasih hidayah,0,negatif
2025-06-14,16:52:27,gue mie ayam pecel sego becek soto ayam nasi uduk cilok batagor kopi starling preman sial kang parkir mode pocong,0,negatif
2025-06-14,15:43:12,berkarirlah negeri sana didik lingkung,0,negatif
2025-06-14,14:19:56,gue kaburajadulu sektor gerd cebur survival show pre show grow up but never wiser,1,positif
2025-06-14,13:45:13,mas bikin review tahun nippon wkwk,0,negatif
2025-06-14,13:03:27,aduh my inner kaburajadulu awake again,0,negatif
2025-06-14,12:17:32,demn semester kecebong arsitektur benar banget rumah subsidi perintah kayak the fuck for indonesian government who cant stand with citizen banget uji hidup warga negara indonesia isilop perintah kayak babi,1,positif
2025-06-14,10:03:24,a little hope for orang tua support ya allah,1,positif
2025-06-14,08:59:10,like orang pangen kaburajadulu login kat,0,negatif
2025-06-14,08:56:12,damnnn iya singapurr,0,negatif
2025-06-14,08:41:49,yuk lip kaburajadulu,1,positif
2025-06-14,08:22:00,kaburajadulu dunia meong,0,negatif
2025-06-14,07:58:54,kucing lu,0,negatif
2025-06-14,07:54:41,benar kudu kaburajadulu,0,negatif
2025-06-14,07:38:15,ikut kena bully,0,negatif
2025-06-14,06:54:22,kaburajadulu bebe,0,negatif
2025-06-14,06:08:36,nyik andi pas lebaran kemarin kaburajadulu manifest cabut nih negara,0,negatif
2025-06-13,16:14:53,kucing gua soon,0,negatif
2025-06-13,15:34:25,kucing kebelet pengin,0,negatif
2025-06-13,15:26:57,akak banget kucing sari hidup enak ya,1,positif
2025-06-13,15:19:55,sari tolong tutorial jalur kocheng,0,negatif
2025-06-13,15:13:28,paham banget support,1,positif
2025-06-13,14:55:40,oakwoakwoakw,0,negatif
2025-06-13,14:50:57,wkwkwkwk ya gue mah heran nih bumn bumn andai gue seprivillege teman gue kaburajadulu gara curang biyuemen,0,negatif
2025-06-13,14:38:31,lucu banget kucing ikut,0,negatif
2025-06-13,14:33:38,tonton akak banget wkwkwk tbh sbnrnya ig nih konten kaburajadulu sih,1,positif
2025-06-13,14:32:57,masuk base sih sari kirim teman bilang kucing ikut kaburajadulu,0,negatif
2025-06-13,14:28:24,kucing kaburajadulu duluan gwehhhh,0,negatif
2025-06-13,14:28:22,kucing gue cok,0,negatif
2025-06-13,14:24:35,anjir duluan,0,negatif
2025-06-13,14:24:09,kucing ahhshdhdhs keduluan kucing,0,negatif
2025-06-13,14:17:51,keong inap kaburajadulu,1,positif
2025-06-13,14:11:24,kucing guys,1,positif
2025-06-13,14:10:10,kucing an gua,0,negatif
2025-06-13,14:09:28,gambar gue simpul negara harap anak anak siap anak pergi,0,negatif
2025-06-13,14:02:04,cute banget kaburajadulu versi mewmew,1,positif
2025-06-13,13:58:41,nama lengkap sari hehe ya moga kaburajadulu ya sari,1,positif
2025-06-13,13:49:26,kucing biar kaburajadulu,0,negatif
2025-06-13,13:47:05,babu pindah qatar ajak kaburajadulu nder majikanny,0,negatif
2025-06-13,13:42:07,sila tolong bijaksana rencana hitung matang pulang deportasi,1,positif
2025-06-13,13:16:08,biar pas tonton anime nande doang join latih omong jepang bareng tementemen weeb live,1,positif
2025-06-13,13:00:59,kucing tren kaburajadulu pengin,0,negatif
2025-06-13,12:40:27,gila kucing,0,negatif
2025-06-13,12:30:07,kcg kaburajadulu gess nama sari stray cat inap sayang hun bule sari lepas status warga negara indonesia ya warga kota paris,0,negatif
2025-06-13,12:24:22,day kaburajadulu kabur bekas,0,negatif
2025-06-13,11:49:09,our segera,0,negatif
2025-06-13,11:47:43,beda kaburajadulu suara jauuuuh ngilu ngilu bayar tukang mahal,0,negatif
2025-06-13,11:47:27,banget nih sih enyun ajak pacar rewel taun,0,negatif
2025-06-13,11:18:44,hahaha my,0,negatif
2025-06-13,10:52:54,untung summer,0,negatif
2025-06-13,10:47:25,produk semangat kampung halaman bawa kemanamana buka peluang,1,positif
2025-06-13,10:33:29,teman gue kemarin almost perfect score lolos cv oke top cumlaude jurus linear bidang pokok perfect orang trauma sistem rekrutmen indonesia negeri orang,0,negatif
2025-06-13,10:03:23,what a craaazyyuy story wow kucing bjir,0,negatif
2025-06-13,09:57:22,pelihara perintah indonesia kapai bangga warga negara indonesia tinggal kaum islamis bagus gorok pelihara milik negara,1,positif
2025-06-13,08:46:54,rajin kaburajadulu,0,negatif
2025-06-13,08:46:07,kucing version,0,negatif
2025-06-13,08:45:02,wajar mahasiswa laah menteri didik kayak goblok,0,negatif
2025-06-13,07:47:32,gipsi join,1,positif
2025-06-13,07:44:14,pindah ih,0,negatif
2025-06-13,07:37:22,info valid a skill sempat singapura parkir liar sempat buka luas hasil mudah tampa saing orang tmur batak snda,1,positif
2025-06-13,07:22:03,rantau ajar tunggu kirim lucu ya nyarinya rumah,1,positif
2025-06-13,07:06:22,kaburajadulu jalur kucing,0,negatif
2025-06-13,06:11:02,kucing lokal,0,negatif
2025-06-13,06:05:25,kucing tau ampuh kaburajadulu,0,negatif
2025-06-13,05:55:12,wkwkwk masuk twitter pakai hashtag kaburajadulu,0,negatif
2025-06-13,05:40:50,gue iri jalur meong woyy brebb matteo dua adopt please keong,0,negatif
2025-06-13,05:23:06,habis viral bahas perintah langsung intropeksi cari solusi rakyat suruh intropeksi loh masalah cari kerja indonesia susah pilih kerja negeri,0,negatif
2025-06-13,04:25:28,pilih pulang,0,negatif
2025-06-13,04:11:42,ingfo angka,0,negatif
2025-06-13,04:05:19,diaspora jarak hubung kampung halaman dunia,0,negatif
2025-06-12,08:05:07,day stay singapore not for holiday but for work tau orang bilang better indonesia kaburajadulu hasil lo tinggal suatu negara maju open your mind wider mikir mesti ajar,0,negatif
2025-06-12,07:50:19,nyerah warga negara indonesia,0,negatif
2025-06-12,06:57:14,aiesekesek program kaburajadulu jalur pacar orang negeri huft,0,negatif
2025-06-12,04:49:50,tuh sih siisteur,0,negatif
2025-06-12,04:41:45,gue benar kaburajadulu benar suisaid,0,negatif
2025-06-12,03:07:12,asli nih bikin aplikasi barter warga negara kayak prospek yuk oz,1,positif
2025-06-12,02:54:34,ya tag internasional kali ya orang aussie sih pindah negara nih,1,positif
2025-06-12,01:55:46,produk lokal cerita kenal dunia kangen kampung halaman bagi cerita produk,1,positif
2025-06-12,01:44:08,biaya diri usaha singapura tips hemat ya omonomon ya guys,1,positif
2025-06-12,01:43:31,gue doain gue pengin gue doain rejeki alir deres biar bikin paspor pr negara kelen pengin tuju tabung tahan hidup dann kerja layak aaammiiinn,1,positif
2025-06-12,01:14:27,sumpah bego banget barusan habis scroll reels random nemu video kerja negeri refresh like sebel anjay selesai tonton,0,negatif
2025-06-12,00:47:10,kabur uang nabung kabur gaji mentok umr makan hidup hari,0,negatif
2025-06-12,00:16:58,ngepost hilal buka registrasi kelas ielts speaking and writing ig banjir dm sedesperate kawan kahh gimana konoha kacau sih mikir buka limited slot pesimis daftar tau rame,0,negatif
2025-06-11,23:25:54,sukses ya sekolah adikxku gue demen beetanakx kayak lulus,1,positif
2025-06-11,21:46:25,komennya julidin sih gimana biar perintah mikir kayak kemarin movement,0,negatif
2025-06-11,17:31:32,ya warga negara indonesia negeri hashsh,1,positif
2025-06-11,16:37:07,pengin banget hashtag pengin bangeettttt,1,positif
2025-06-11,16:17:26,banget teman kerja les sanasini biar kaburajadulu pengin gue orang rumah cuman katul harihari,1,positif
2025-06-11,15:50:25,aliennya,0,negatif
2025-06-11,15:33:14,ajak kencan orang china jodoh ku beda negara eneh ya ancang ancang,1,positif
2025-06-11,13:59:12,impi negeri,0,negatif
2025-06-11,13:20:24,tmntmn gue jepang taiwan jerman pengin ikut deh korea taiwan moga susul taiwan,0,negatif
2025-06-11,13:11:43,ken semangat rendah gimana gue bilang pegang visa kerja residence permit jerman berangkat haji tunggu cerita ekspat indonesia bayar mahal mahal haji furoda,0,negatif
2025-06-11,13:03:37,ambil les bahasa biar treatment biar gue cakep duit gue sisa ribu enih,0,negatif
2025-06-11,12:30:14,huh skill worker new zealand eksodus jacinda ardern kabur kolaps banding jepang,0,negatif
2025-06-11,11:57:58,warga indonesia tinggal negeri negeri sifat kayak anjing ya sesimple ya kelan indonesia stay wkwkwk takdir,1,positif
2025-06-11,11:40:23,bagus dang mending blon prestasi sok sok an prestasi indonesia ya,1,positif
2025-06-11,11:22:16,kah pindah ikut kaburajadulu,0,negatif
2025-06-11,10:25:19,angtum pancasilais sila kaburajadulu,0,negatif
2025-06-11,09:44:11,wkwkw kaget sdm bobrok percaya bikin hashtag kasihan negara nampung sdm bobrok kabur negara orang beban sana,0,negatif
2025-06-11,08:46:40,wkwk salah alas,0,negatif
2025-06-11,08:33:06,kadang rumah kadang,1,positif
2025-06-11,08:06:51,berani,0,negatif
2025-06-11,07:50:39,relevan orang tua impi haji,0,negatif
2025-06-10,16:29:03,gue tau alesan ceo usaha dunia banyak orang india bikin hashtag perintah wadidawwwww,0,negatif
2025-06-10,15:54:25,orang tuh ken gaji super duper gede ya gue pengin kabur negara antah antah pindah negara bagus orang biasabiasa cukup butuh gue gamasalah,0,negatif
2025-06-10,14:03:17,twice dukung ngonser luar kamu sukses negeri amin gue,1,positif
2025-06-10,14:01:26,kota negara pas dadak idam kayak pengin rujak thailand bayarin tiket pp ya pokok target pipeline gaji digit wkwkwkwkkwkwkwkwkwkwkwkwkwk kaburajadulu ya,1,positif
2025-06-10,13:04:35,kang bengkel ml ngenes baca wkwk negeri modal,0,negatif
2025-06-10,12:36:11,aamiinnnn moga,1,positif
2025-06-10,11:26:59,dar saran coba bestiee habis cari uang banyakbanyak keluarga omong nikah ancam bilang kirim uang,0,negatif
2025-06-10,10:38:56,warga malaysia ya,1,positif
2025-06-10,10:03:39,terkadang ekspor produk bawa cerita kampung halaman pasar global,1,positif
2025-06-10,10:02:38,tonton tim kaburajadulu,0,negatif
2025-06-10,10:01:53,hati merah putih tinggal mau indonesia vs nihon,0,negatif
2025-06-10,09:40:15,first jobnya joss indonesia wee keren plz info kaburajadulu biar kerja thai dongs josswayar,0,negatif
2025-06-10,09:38:47,mentok mampu bahasa asing,0,negatif
2025-06-10,09:09:25,gambar negara harap pimpin tinggi jabat sd tingkat rt rakyat nir etika musibah tolong jarah hopeless,0,negatif
2025-06-10,08:26:00,tagar twatter otz,0,negatif
2025-06-10,08:24:48,bukti govlockskill issue gaji digit negeri gass,0,negatif
2025-06-10,08:11:58,wkwk,0,negatif
2025-06-10,07:50:21,cinta indonesia cinta balas ya sakit,0,negatif
2025-06-10,07:27:27,kemarin ditawarin mod gue loker bakery team leader daerah itaewon kaburajadulu kaliya bakor,1,positif
2025-06-10,07:15:30,lucu banget sekolah ya dukung,1,positif
2025-06-10,06:48:34,someday mari nabung ikut hashtag kaburajadulu,0,negatif
2025-06-10,06:30:19,awat pengin negara tuju jerman program perintah tungguin buka agstsept,1,positif
2025-06-10,06:21:53,bilang anak anak disekolahin sekolah kurikulum internasional budget besar anak didik pokok tanggung jawab biar masa saing kaburajadulu i dont trust kurikulum indonesia,0,negatif
2025-06-10,05:45:25,bye world kaburajadulu,0,negatif
2025-06-10,03:53:43,antem diaspora thread kaburajadulu vs forgooddiindo seram kali,0,negatif
2025-06-10,03:42:44,draft gue super halu moga isi manfaat selipin tips kaburajadulu tipis hibur halu,1,positif
2025-06-10,03:36:31,bawa anak,0,negatif
2025-06-10,03:30:46,dengar keluh kawankawanku hashtag kaburajadulu emang enak tuh kabur malaysia ya biaya kabur murah culturenya,0,negatif
2025-06-10,03:28:09,cus kak kaburajadulu,0,negatif
2025-06-10,02:43:00,produk lokal kampung halaman ribu mil jauh,0,negatif
2025-06-10,02:37:26,gue habis ngubek tweet gue penah ngambis ya after the ambisverse era hidup jalan lost contact akun prefer anon track progres ajar bahasa nyambat pengin plis gue kerja jerman jpn,0,negatif
2025-06-10,02:15:06,minatt banget yuk,1,positif
2025-06-10,01:47:28,makna tagar kabur kali maksud wkwkwk,0,negatif
2025-06-10,01:32:17,sih kaburajadulu pakai lpdp alias indonesia suram banget,0,negatif
2025-06-10,01:29:21,pagipagi airport lawan ngantuk super mager kaburajadulu,0,negatif
2025-06-10,00:40:13,mari markah tau semangat,0,negatif
2025-06-09,23:48:30,halo daftar program bahasa china buka ya deadline juni seat penuh daftar tutup,0,negatif
2025-06-09,23:38:29,mending negeri abang murah gaji lulus bahasa inggris,0,negatif
2025-06-09,18:05:50,indonesia lepas peran presiden beliau selesai mghabisi genk oslo doi diam bae ya wes langkah tepat,1,positif
2025-06-09,17:54:38,kayak kaburajadulu kaskus nih pupumama suka up partai adil,0,negatif
2025-06-09,17:02:14,ayo pergi,1,positif
2025-06-09,15:18:18,dewasa tau jelek negara yuk gas,0,negatif
2025-06-09,15:04:28,gimana kerja remoteke negeri,1,positif
2025-06-09,14:56:32,wish that i have the chance kaburajadulu masuk universitas,0,negatif
2025-06-09,14:32:47,kaburajadulu thaiiii,0,negatif
2025-06-09,13:50:36,aura sih zai terima ptn cabut negeri wow visioner negara bubar,0,negatif
2025-06-09,13:35:34,even ojol sadar negara baikbaik ajar berangkat,0,negatif
2025-06-09,13:25:10,moga cepat ya winterchang,1,positif
2025-06-09,13:14:19,negara gue nih,0,negatif
2025-06-09,12:41:37,akwkwkwkw,0,negatif
2025-06-09,12:33:27,webinar series amp welcoming party sommer academy rencana eropa program aupair fsj bfd ausbildung kuliah kerja jerman bingung mending webinar sih daftar,1,positif
2025-06-09,12:07:29,lagipula warga negara indonesia makan malaysia tuh masuk banget lidah bahasa melayu susah paham cuaca persis mari becandaan gue sepupu kemarin wkwkwk,0,negatif
2025-06-09,11:20:46,sisi bjir kasihan banget negara gue ya allah gue ya ngebenerin bobrok takut banget bestie negara benar bangkrut wkwk kalo kaburajadulu better think twice sdm anggap globally,1,positif
2025-06-09,10:54:22,lagu tentang,1,positif
2025-06-09,10:44:54,utang lunas simpenan,0,negatif
2025-06-09,10:44:20,oposisi malas suara fokus kaya amp cari jalan,0,negatif
2025-06-09,10:17:02,pamer kena sih,0,negatif
2025-06-09,10:13:25,indonesia sengangenin ya lihat sisi makan kuliner indonesia agam daerah rindu makan,1,positif
2025-06-09,09:54:22,wujud hashtag,1,positif
2025-06-09,09:43:32,tengah berani modal nekat sial pulang tinggal nama,0,negatif
2025-06-09,09:33:42,blande sembari ngecengin wilders enak ikut tagar,0,negatif
